period,1995T4,1996T1,1996T2,1996T3,1996T4,1997T1,1997T2,1997T3,1997T4,1998T1,1998T2,1998T3,1998T4,1999T1,1999T2,1999T3,1999T4,2000T1,2000T2,2000T3,2000T4,2001T1,2001T2,2001T3,2001T4,2002T1,2002T2,2002T3,2002T4,2003T1,2003T2,2003T3,2003T4,2004T1,2004T2,2004T3,2004T4,2005T1,2005T2,2005T3,2005T4,2006T1,2006T2,2006T3,2006T4,2007T1,2007T2,2007T3,2007T4,2008T1,2008T2,2008T3,2008T4,2009T1,2009T2,2009T3,2009T4,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3
dette,561.7,585.5,605,620.8,617.8,623.1,651.7,654.3,649.9,664.1,675.9,699.3,683.7,697.4,700.5,701.7,707.3,711.6,712.8,727.4,734.5,748.6,744.5,758.2,761.8,770.8,782.9,812.1,813.6,830.8,850.9,877.2,897.3,914.7,931.2,952.2,965.9,992.4,1009.8,1027.8,1039.8,1037.4,1047.1,1072.6,1072.1,1091.6,1099.1,1123,1126.9,1142.5,1155.3,1174.7,1191.7,1228.2,1270,1326.5,1350.7,1379.6,1417.1,1432.5,1469,1496.3,1517.9,1548,1573.2,1592.5,1616.3,1639.1,1670.5,1692.5,1711.6,1726.5,1757.1,1781.4,1805.4,1826.8,1837.3,1856.4,1881.8,1882.1,1898.3,1957.7,1982.5,1986.5,1992.5,2018.6,2039.9,2039.2,2053.2,2060.3,2083.4,2089.3,2109,2126.8,2151.1,2164.8,2166.6,2209.2,2323.3,2342.8,2350.0,2398.9,2467.6,2509.0,2512.8,2546.4,2599.1,2651.8
